POLITICAL_UNIT,NAME,WGMS_ID,YEAR,SURVEY_DATE,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_PLATFORM_METHOD,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
CL,GCN32,2046,1998,,915,,511,,3.8,,0.94999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN33,2047,1998,,1416,,603,,1.25,,0.77999997,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN34,2048,1998,,645,,401,,0.49000001,,0.20999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN35,2049,1998,,1363,,314,,2.9000001,,1.91,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN36,2050,1998,,1202,,582,,1.9400001,,1.88,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN37,2051,1998,19989999,1522,,50,,6.9400001,,14.39,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN38,2052,1998,19989999,1626,,58,,6.6300001,,9.4700003,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN39,2053,1998,,1578,,185,,3.55,,6.9200001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN40,2054,1998,19989999,1606,,118,,8.25,,15.06,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN41,2055,1998,19989999,1326,,451,,2.8399999,,3.0999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN42,2056,1998,19989999,1654,,0,,11.6,,30.91,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN43,2057,1998,,1067,,768,,1.12,,0.44,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN44,2061,1998,,912,,513,,3.6400001,,2.46,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN45,2062,1998,,927,,429,,1.66,,0.95999998,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN46,2063,1998,,884,,474,,1.38,,1.28,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN47,2064,1998,,811,,610,,1.47,,0.87,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN48,2065,1998,,805,,500,,1.64,,0.88,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN49,2066,1998,,1215,,64,,4.23,,3.6199999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN50,2067,1998,,375,,61,,0.61000001,,0.14,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN51,2068,1998,,1112,,191,,1.8099999,,0.79000002,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN52,2069,1998,,293,,107,,0.82999998,,0.31999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN53,2070,1998,,856,,516,,0.94,,0.34,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN54,2071,1998,,1238,,147,,3.49,,3.0599999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN55,2072,1998,,538,,200,,0.70999998,,0.079999998,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN56,2073,1998,,1167,,292,,3.0699999,,2.3299999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN57,2074,1998,,1029,,434,,3.3399999,,1.75,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN58,2075,1998,,1214,,737,,3.1600001,,1.58,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN59,2076,1998,,807,,511,,1.16,,0.44999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN60,2077,1998,,1107,,552,,2.54,,2.9000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN61,2078,1998,,942,,687,,1.15,,0.25999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN62,2079,1998,,1220,,524,,2.1099999,,1.67,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN63,2080,1998,,991,,719,,1.24,,0.75,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN64,2081,1998,,881,,527,,2.1500001,,0.76999998,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN65,2082,1998,,910,,547,,1.8,,0.74000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN66,2083,1998,,933,,600,,1.8200001,,1.09,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN67,2084,1998,,856,,623,,1.46,,0.38,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN68,2085,1998,,1009,,522,,3.53,,4.0999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN69,2086,1998,,826,,302,,1.0599999,,0.49000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN70,2087,1998,,906,,676,,0.75,,0.30000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN71,2088,1998,,853,,373,,1.63,,1.0599999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN72,2089,1998,,858,,503,,0.99000001,,0.49000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN73,2090,1998,,804,,454,,1.49,,0.47,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN74,2091,1998,,800,,516,,0.80000001,,0.13,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN75,2092,1998,,898,,645,,0.81999999,,0.34,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN76,2093,1998,,922,,616,,0.86000001,,0.34999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN77,2094,1998,,948,,628,,1.22,,0.36000001,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN78,2095,1998,,926,,581,,0.91000003,,0.38999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN79,2096,1998,,931,,679,,0.95999998,,0.31999999,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GCN80,2097,1998,,923,,598,,0.89999998,,0.44,,cC,"C.SCHNEIDER (1), M. SCHNIRCH (1), G. CASASSA (2),","(1) UNIVERSITY OF FREIBURG, GERMANY; (2) CENTRO DE ESTUDIOS SCIENTIFICOS VALDIVIA",WGMS (2005): FoG 1995-2000 (Vol. VIII).,METHOD: AERIAL PHOTOGRAMMETRY AND SATELITE IMAGE INTERPRETATION
CL,GL 08,4425,1961,,,,,,,,102.64,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",Unclear if the reported area refers to the entire ice cap or to any of the outlet glaciers.
CL,GL 08,4425,2011,,,,,,,,75.150002,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",Unclear if the reported area refers to the entire ice cap or to any of the outlet glaciers.
CL,GREVE,29274,1976,,,,,,,,542.46002,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Direcion General de Aguas, Santiago de Chile, Chile: 142 pp.",
CL,GREVE,29274,1986,19869999,3380,,0,,51.0,,438.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,GREVE,29274,2009,,,,,,,,487.67999,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Direcion General de Aguas, Santiago de Chile, Chile: 142 pp.",
CL,GREY,1659,1986,,,,100,,28.0,,269.0,,,,,,
CL,GREY,1659,1995,19959999,2344,,100,,,,,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,GROSSE,1044,1974,,3910,,230,,18.0,,80.0,,,,,,
CL,GUALAS N-TONGUE,1019,1974,,3910,,10,,28.0,,166.89999,,,,,,
CL,GUALAS S-TONGUE,1020,1974,,3910,,10,,28.0,,166.89999,,,,,,
CL,GUALLATIRI ICE CAP,4347,1972,,,,,,,,8.9899998,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",
CL,GUALLATIRI ICE CAP,4347,2010,,,,,,,,2.6199999,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",
CL,GUANACO,3983,0,,5350,,4985,,,,1.836,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown."
CL,GUANACO,3983,1955,20119999,,,,,,,2.1700001,,tG,Rabatel,,"Rabatel et al. (2011); Cryosph., 5(4), 1029-1041",
CL,GUANACO,3983,1976,,,,,,,,2.1099999,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",
CL,GUANACO,3983,1978,20119999,,,,,,,2.0020001,,tG,Rabatel,,"Rabatel et al. (2011); Cryosph., 5(4), 1029-1042",
CL,GUANACO,3983,1996,20119999,,,,,,,1.9349999,,tG,Rabatel,,"Rabatel et al. (2011); Cryosph., 5(4), 1029-1043",
CL,GUANACO,3983,2005,20119999,,,,,,,1.849,,tG,Rabatel,,"Rabatel et al. (2011); Cryosph., 5(4), 1029-1044",
CL,GUANACO,3983,2007,20119999,,,,,,,1.836,,tG,Rabatel,,"Rabatel et al. (2011); Cryosph., 5(4), 1029-1045",
CL,GUANACO,3983,2010,20100730,5350,5168,4985,10.0,2.3889999,,1.762,,tG,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2011",
CL,GUANACO,3983,2011,20110730,5350,5168,4985,10.0,,,1.783,,tG,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2011",
CL,GUANACO,3983,2012,20120730,5350,5168,4985,10.0,2.355,,1.678,,tG,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2012",
CL,GUANACO,3983,2013,20130730,5350,5168,4985,10.0,2.3429999,,1.6950001,,tG,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2013",
CL,GUANACO,3983,2014,20140730,5350,5168,4985,10.0,2.3529999,,1.637,,tG,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2014",
CL,GUANACO,3983,2015,20150322,5356,,5007,,,,1.605,,,Andrés Rivera,"Centro de Estudios Científicos (CECs), Avenida Arturo Prat 514, Valdivia, Chile","CECs, 2015",
CL,HPN 1,1039,1974,,3365,,50,,35.0,,291.0,,,,,,
CL,HPN 2,1038,1974,,1750,,30,,33.0,,175.2,,,,,,
CL,HPN 3,1037,1974,,1750,,170,,29.4,,175.2,,,,,,
CL,HPN 4,1035,1974,,2548,,450,,12.6,,58.0,,,,,,
CL,HPS 12,29089,1986,19869999,2257,,0,,23.0,,204.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS 13,29069,1986,19869999,2656,,0,,19.0,,141.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS 15,29056,1986,19869999,2446,,0,,19.0,,174.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS 19,29054,1986,19869999,,,0,,26.0,,176.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS 29,29002,1986,19869999,2950,,0,,,,82.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS 34,28994,1986,19869999,,,,,14.0,,137.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS28,1648,1986,19869999,2238,,0,,12.0,,63.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS31,1647,1986,,2950,,0,,23.0,,161.0,,,,,,
CL,HPS38,1654,1986,19869999,,,,,16.0,,62.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS41,1655,1986,19869999,,,,,17.0,,71.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS8,1638,1986,19869999,,,0,,11.0,,38.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HPS9,1639,1986,19869999,3380,,0,,19.0,,55.0,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CL,HUEMULES,4439,1979,,,,,,,,90.790001,,,,"DIRECCION GENERAL DE AGUAS, MINISTERIO DE OBRAS PUBLICAS","Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Direcion General de Aguas, Santiago de Chile, Chile: 142 pp.",Unclear if the reported area refers to the entire ice cap or to any of the outlet glaciers.
