POLITICAL_UNIT,NAME,WGMS_ID,YEAR,SURVEY_DATE,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_PLATFORM_METHOD,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
CH,"MORTERATSCH, VADRET DA",1673,1983,19831013,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1984,19841005,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1985,19850926,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1986,19860916,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1987,19871006,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1988,19881016,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1989,19891101,,,2030,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1990,19900919,,,2031,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1991,19911010,,,2031,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1992,19920930,,,2031,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1993,19931004,,,2031,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1994,19940908,,,2031,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,"MORTERATSCH, VADRET DA",1673,1995,19951025,,,2000,,,,,,,,,,
CH,"MORTERATSCH, VADRET DA",1673,1997,19971008,,,2007,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,"MORTERATSCH, VADRET DA",1673,1998,19981019,,,1968,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,"MORTERATSCH, VADRET DA",1673,1999,19991007,,,2020,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,"MORTERATSCH, VADRET DA",1673,2001,20011017,,,2020,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,"MORTERATSCH, VADRET DA",1673,2002,20021010,,,2030,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,"MORTERATSCH, VADRET DA",1673,2003,20031025,,,2724,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,"MORTERATSCH, VADRET DA",1673,2004,20041006,,,2725,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,"MORTERATSCH, VADRET DA",1673,2005,20051019,,,2085,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,"MORTERATSCH, VADRET DA",1673,2009,20099999,3972,3011,2021,,7.4200001,,14.866,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MOURTI GLACIER DE VS,5556,2010,20109999,3375,3264,3152,,0.28999999,,0.061000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MOURTI GLACIER DE VS,5608,2010,20109999,3210,3043,2873,,0.87,,0.223,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MUCIA GHIACCIAIO DE (PART OF C53/03),5763,2009,20099999,3001,2885,2788,,0.36000001,,0.064000003,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MUEETERLISHORN-S,4866,2010,20109999,2771,2677,2634,,0.2,,0.025,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MULETS DE LA TSESETTE,5643,2010,20109999,4128,4000,3744,,0.31,,0.044,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MUNTANELLAS,5855,2008,20089999,2811,2731,2633,,0.41999999,,0.086999997,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURAGL VADRET-E,5792,2009,20099999,3046,3007,2964,,0.19,,0.025,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURAGL-W,5793,2009,20099999,3036,2956,2902,,0.14,,0.012,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURMETSPLANGGSTOCK,4902,2010,20109999,2752,2652,2621,,0.1,,0.0070000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURTEL NW,5813,2009,20099999,3034,2926,2849,,0.31999999,,0.048,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURTEL NW,5813,2018,,3321,,3064,,,,0.29440001,,,,"UFR, http://www.glamos.ch",,
CH,MURTEL VADRET DAL,4339,2009,20099999,3263,3167,3015,,0.98000002,,0.30000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MURTEL VADRET DAL,4339,2015,,,,,,,,0.30180001,,,"Mauro Fischer, Matthias Huss","Department of Geosciences, University of Fribourg, CH-1700 Fribourg, Switzerland","Fischer, M., Huss, M., Kummert, M., and Hoelzle, M. (2016). The Cryosphere, 10, 1279-1295, doi:10.5194/tc-10-1279-2016",
CH,MURTEL VADRET DAL,4339,2016,,,,,,,,0.2985,,,"Mauro Fischer, Matthias Huss","Department of Geosciences, University of Fribourg, CH-1700 Fribourg, Switzerland","Fischer, M., Huss, M., Kummert, M., and Hoelzle, M. (2016). The Cryosphere, 10, 1279-1295, doi:10.5194/tc-10-1279-2016",
CH,MURTEL VADRET DAL,4339,2017,,3321,,3050,,,,0.2985,,,Matthias Huss,Geoscience University of Fribourg,"Glaciological Reports (1881-2018), http://www.glamos.ch",
CH,MUTT,472,1959,,3000,,2580,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,MUTT,472,1966,19660918,,,2626,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,MUTT,472,1967,19670823,,,2626,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,MUTT,472,1968,19680916,,,2626,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,MUTT,472,1973,19739999,,2780,,,1.1,,0.56999999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,MUTT,472,1975,19759999,3000,2780,2580,,1.1,,0.56999999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,MUTT,472,1976,19769999,,,2626,1.0,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,MUTT,472,1978,19789999,,,2615,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,MUTT,472,1979,19799999,,,2603,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,MUTT,472,1980,19809999,,,2603,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,MUTT,472,1981,19819999,,,2595,,,,,,tG,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,MUTT,472,1982,19829999,,,2590,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,MUTT,472,1983,19839999,,,2590,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,MUTT,472,1984,19849999,,,2583,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,MUTT,472,1985,19859999,,,2582,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,MUTT,472,1986,19869999,,,2582,,,,,,tG,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,MUTT,472,1987,19879999,,,2582,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,MUTT,472,1988,19889999,,,2582,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,MUTT,472,1989,19899999,,,2582,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,MUTT,472,1990,19909999,,,2582,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,MUTT,472,1991,19910810,,,2582,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,MUTT,472,1992,19920823,,,2583,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,MUTT,472,1993,19930901,,,2242,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,MUTT,472,1994,19941015,,,2577,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,MUTT,472,2000,20000920,,,2623,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,MUTT,472,2001,20010913,,,2623,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,MUTT,472,2009,20099999,2944,2774,2649,,1.01,,0.366,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MUTTEN,2318,2009,20099999,2914,2719,2553,,1.55,,0.65399998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,MUTTENSTOECK,4858,2009,20099999,2857,2770,2719,,0.19,,0.025,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NADELGRAT-E-I,5455,2009,20099999,3037,2984,2922,,0.16,,0.014,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAESSI,5100,2011,20119999,3439,3154,2853,,0.11,,0.28099999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAESSIHORN-E,5108,2009,20099999,3725,3494,3306,,0.20999999,,0.059999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAESSIHORN-SW,5101,2011,20119999,3365,3146,2847,,0.87,,0.176,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NALPS GLATSCHER DA,4732,2010,20109999,2888,2709,2592,,0.20999999,,0.061999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS BE,5105,2011,20119999,3162,2990,2788,,0.44,,0.086000003,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS BE,5114,2011,20119999,3346,3281,3215,,0.18000001,,0.028999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VD,5225,2010,20109999,2782,2662,2608,,0.22,,0.037,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5211,2010,20109999,2933,2890,2843,,0.19,,0.018999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5308,2011,20119999,3300,3274,3255,,0.050000001,,0.0040000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5309,2011,20119999,3029,2930,2853,,0.19,,0.023,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5326,2011,20119999,3519,3493,3451,,0.1,,0.0040000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5327,2011,20119999,3361,3093,2940,,1.04,,0.28200001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NAMENLOS VS,5563,2010,20109999,3277,3234,3195,,0.12,,0.0099999998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NASSE STRAHLEGG-SE,5020,2011,20119999,3139,3079,3003,,0.16,,0.023,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NEST,5272,2011,20119999,3532,3160,2488,,1.71,,0.45500001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NESTHORN-N,5329,2011,20119999,3810,3692,3494,,0.34,,0.050000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NESTHORN-SW,5303,2011,20119999,3569,3510,3443,,0.11,,0.0080000004,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NIEMET GLATSCHER DA,4669,2009,20099999,2999,2876,2777,,0.47,,0.088,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NOERDLICHER BREITLOUWENEN,5149,2011,20119999,3313,3021,2586,,1.0599999,,0.34400001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NOIR GLACIER,5696,2010,20109999,2779,2611,2380,,0.63,,0.20999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NOLLEN,5138,2011,20119999,4054,3647,3307,,0.77999997,,0.088,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NOLLEN -E,5442,2009,20099999,3145,3007,2898,,0.46000001,,0.154,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NOLLEN -W,5443,2009,20099999,3399,3142,2946,,0.95999998,,0.273,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NUFENENSTOCK-N,5392,2009,20099999,2697,2662,2618,,0.13,,0.0089999996,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,NUFENENSTOCK-W,5387,2009,20099999,2668,2612,2595,,0.17,,0.011,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBER GABELJOCH,5503,2010,20109999,3647,3603,3491,,0.18000001,,0.017000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBER ROTEGG,4967,2010,20109999,3214,2845,2404,,1.53,,0.63999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBER SCHATZFIRN,4849,2010,20109999,2933,2753,2568,,0.87,,0.27000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBER TATELISHORN-E,5204,2010,20109999,3181,2901,2630,,0.91000003,,0.146,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBER TATELISHORN-SE,5203,2010,20109999,3195,2944,2795,,0.66000003,,0.068999998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,OBERAAR,451,1851,18519999,,,,,6.8670001,,8.5135584,,tM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1881,18819999,,,2240,,6.9679999,,7.4054971,,tM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1895,18959999,,,2240,,7.0430002,,7.0195112,,tM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1915,19159999,,,2260,,6.6290002,,7.0198002,,tM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1946,19469999,,,2280,,6.3579998,,6.249311,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1956,19569999,,,2300,,6.303,,6.1647968,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1961,19619999,,,2300,,5.665,,5.656961,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1971,19719999,3462,,,,,,,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,OBERAAR,451,1973,19739999,3420,2860,2300,,5.2379999,,5.3623948,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.","Area and length from Ramp (2016), elevations from WGI. Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN."
CH,OBERAAR,451,1975,19759999,3460,2860,2300,,5.1999998,,5.23,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,OBERAAR,451,1976,19769999,,,2300,1.0,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,OBERAAR,451,1977,19779999,,,2299,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,OBERAAR,451,1979,19799999,,,2297,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,OBERAAR,451,1980,19809999,,,2302,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,OBERAAR,451,1981,19819999,,,2320,,5.178,,5.261807,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1982,19829999,,,2303,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,OBERAAR,451,1983,19839999,,,2303,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,OBERAAR,451,1984,19849999,,,2301,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,OBERAAR,451,1985,19859999,,,2302,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,OBERAAR,451,1986,19869999,,,2302,,,,,,aP,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,OBERAAR,451,1987,19879999,,,2320,,5.112,,5.1528521,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1988,19889999,,,2300,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,OBERAAR,451,1989,19899999,,,2302,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,OBERAAR,451,1990,19909999,,,2300,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,OBERAAR,451,1991,19910822,,,2300,,,,,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,OBERAAR,451,1992,19920916,,,2300,,,,,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,OBERAAR,451,1993,19939999,,,2320,,5.0159998,,5.020575,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH,OBERAAR,451,1994,19940816,,,2300,,,,,,aP,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,OBERAAR,451,1997,19970815,,,2300,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,OBERAAR,451,1999,19999999,,,2320,,4.9369998,,4.9865489,,aM,A. Ramp,"Dept. Geography, Univ. Zurich, Switzerland","Ramp, A. (2016): Volumenänderungen am Oberaargletscher seit 1851 basierend auf historischen und modernen geodätischen Überwachungsmethoden. MSc-Arbeit. GIUZ, Univ. Zurich, CH: 123 pp.",Area without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
